"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","48694","Admin creates a new user successfully","","2025-12-28","passed","2025-12-28","","Create user in OrangeHRM","Admin creates a new user successfully",""
